client_id,age,job,marital,education,credit_default,mortgage,month
118,56,admin_,married,,no,yes,may
119,48,blue-collar,divorced,basic_4y,unknown,yes,may
120,40,blue-collar,married,high_school,unknown,yes,may
121,49,blue-collar,divorced,high_school,no,no,may
122,41,services,married,high_school,no,no,may
123,45,technician,married,high_school,no,yes,may
124,32,admin_,married,university_degree,no,yes,may
125,42,admin_,married,university_degree,no,no,may
126,50,admin_,married,basic_6y,no,no,may
127,31,technician,divorced,professional_course,no,yes,may
128,56,retired,married,basic_4y,no,yes,may
129,41,technician,married,professional_course,unknown,yes,may
130,37,blue-collar,married,basic_6y,no,yes,may
131,41,technician,married,professional_course,unknown,no,may
132,35,blue-collar,married,,no,yes,may
133,37,blue-collar,married,basic_6y,no,yes,may
134,52,management,married,university_degree,no,no,may
135,39,management,divorced,university_degree,no,no,may
136,39,housemaid,married,basic_4y,unknown,no,may
137,56,blue-collar,married,basic_4y,unknown,no,may
138,34,services,married,high_school,no,yes,may
139,45,blue-collar,married,basic_9y,unknown,yes,may
140,43,unemployed,single,university_degree,no,yes,may
141,56,management,married,,no,yes,may
142,39,management,married,university_degree,no,yes,may
143,53,blue-collar,married,basic_4y,no,yes,may
144,38,unknown,divorced,high_school,unknown,yes,may
145,42,blue-collar,married,basic_4y,unknown,yes,may
146,42,blue-collar,married,basic_4y,unknown,no,may
147,35,admin_,single,high_school,no,yes,may
148,40,admin_,married,university_degree,unknown,yes,may
149,51,blue-collar,married,basic_4y,no,yes,may
150,60,blue-collar,married,basic_9y,unknown,no,may
151,56,entrepreneur,married,,unknown,yes,may
152,39,services,divorced,high_school,unknown,yes,may
153,56,entrepreneur,married,,unknown,no,may
154,40,blue-collar,married,,no,yes,may
155,36,blue-collar,married,basic_9y,no,yes,may
156,51,blue-collar,married,,unknown,yes,may
157,51,blue-collar,married,,unknown,no,may
158,43,technician,single,professional_course,no,yes,may
159,59,services,married,high_school,no,no,may
160,24,management,single,university_degree,no,yes,may
161,37,blue-collar,single,basic_9y,unknown,yes,may
162,40,blue-collar,married,basic_9y,unknown,no,may
163,42,blue-collar,married,basic_9y,unknown,no,may
164,39,services,divorced,high_school,unknown,no,may
165,37,entrepreneur,married,basic_6y,no,no,may
166,38,services,married,high_school,no,yes,may
167,56,admin_,divorced,,unknown,no,may
168,40,blue-collar,married,,no,no,may
169,54,management,divorced,university_degree,no,yes,may
170,43,blue-collar,married,high_school,unknown,no,may
171,36,services,married,high_school,unknown,no,may
172,45,technician,married,university_degree,no,yes,may
173,42,admin_,single,university_degree,unknown,no,may
174,43,services,married,high_school,no,no,may
175,46,management,married,basic_9y,no,no,may
176,44,services,married,high_school,no,yes,may
177,51,admin_,single,basic_6y,no,no,may
178,28,services,married,high_school,no,yes,may
179,37,blue-collar,married,basic_9y,no,no,may
180,34,technician,married,high_school,no,no,may
181,46,blue-collar,married,basic_6y,unknown,yes,may
182,42,blue-collar,married,basic_9y,no,yes,may
183,36,admin_,married,university_degree,no,yes,may
184,54,blue-collar,married,basic_4y,unknown,no,may
185,57,management,married,university_degree,no,no,may
186,51,technician,married,basic_6y,unknown,no,may
187,54,retired,married,high_school,unknown,no,may
188,49,blue-collar,married,basic_4y,unknown,no,may
189,34,admin_,married,university_degree,no,yes,may
190,41,technician,married,professional_course,no,no,may
191,38,blue-collar,single,basic_9y,no,yes,may
192,45,management,divorced,university_degree,no,no,may
193,42,technician,married,university_degree,no,no,may
194,34,blue-collar,single,basic_9y,unknown,yes,may
195,48,blue-collar,married,basic_4y,no,yes,may
196,37,admin_,married,high_school,unknown,yes,may
197,34,blue-collar,single,basic_9y,unknown,no,may
198,40,admin_,married,basic_9y,unknown,yes,may
199,43,blue-collar,married,basic_6y,no,yes,may
200,33,services,married,high_school,no,no,may
201,32,services,single,basic_6y,no,no,may
202,39,blue-collar,married,high_school,no,yes,may
203,43,admin_,married,,no,no,may
204,44,blue-collar,married,basic_9y,no,yes,may
205,35,student,single,university_degree,unknown,no,may
206,35,student,single,university_degree,unknown,yes,may
207,35,unemployed,married,professional_course,no,no,may
208,36,services,single,basic_4y,no,no,may
209,35,student,single,university_degree,unknown,yes,may
210,36,student,single,basic_9y,no,yes,may
211,55,housemaid,divorced,university_degree,no,no,may
212,59,admin_,married,university_degree,no,no,may
213,57,retired,married,,unknown,no,may
214,39,blue-collar,married,professional_course,unknown,yes,may
215,39,housemaid,married,basic_4y,unknown,yes,may
216,30,blue-collar,single,,no,yes,may
217,30,blue-collar,single,,no,yes,may
218,50,housemaid,married,basic_4y,unknown,no,may
219,40,services,married,high_school,no,no,may
220,35,admin_,married,high_school,no,yes,may
221,43,technician,married,,unknown,no,may
222,36,services,single,basic_6y,unknown,yes,may
223,46,technician,married,basic_4y,unknown,yes,may
224,40,technician,married,basic_9y,no,no,may
225,58,retired,married,university_degree,no,no,may
226,42,technician,married,university_degree,no,no,may
227,35,admin_,single,university_degree,no,no,may
228,43,retired,married,basic_4y,unknown,no,may
229,45,blue-collar,married,basic_4y,no,yes,may
230,39,admin_,married,professional_course,no,yes,may
231,50,services,divorced,professional_course,no,yes,may
232,32,management,divorced,basic_4y,unknown,yes,may
233,39,admin_,married,high_school,unknown,no,may
234,52,self-employed,married,university_degree,unknown,no,may
235,44,admin_,married,professional_course,no,yes,may
236,56,blue-collar,married,basic_4y,no,no,may
237,48,admin_,married,high_school,no,no,may
238,33,services,married,high_school,unknown,no,may
239,43,management,married,university_degree,unknown,no,may
240,57,retired,married,high_school,no,no,may
241,36,technician,single,professional_course,no,no,may
242,34,management,married,university_degree,no,yes,may
243,34,services,single,basic_9y,no,no,may
244,30,technician,married,university_degree,unknown,no,may
245,33,services,divorced,,no,no,may
246,32,technician,single,professional_course,no,no,may
247,36,technician,single,high_school,no,yes,may
248,36,blue-collar,single,high_school,no,no,may
249,33,services,single,high_school,no,no,may
250,40,technician,divorced,professional_course,no,no,may
251,41,blue-collar,married,basic_4y,no,yes,may
252,51,services,married,basic_6y,no,yes,may
253,36,technician,married,professional_course,no,yes,may
254,28,services,married,,no,no,may
255,53,services,married,high_school,no,yes,may
256,58,blue-collar,married,basic_9y,unknown,yes,may
257,45,management,married,basic_9y,no,no,may
258,43,technician,married,,no,yes,may
259,33,admin_,married,high_school,no,no,may
260,33,admin_,married,high_school,no,no,may
261,27,blue-collar,single,basic_6y,no,unknown,may
262,42,technician,married,high_school,no,no,may
263,43,admin_,divorced,basic_9y,no,no,may
264,42,admin_,married,university_degree,no,no,may
265,27,blue-collar,single,basic_6y,no,no,may
266,34,self-employed,single,university_degree,no,yes,may
267,31,student,single,university_degree,unknown,no,may
268,54,management,divorced,university_degree,no,no,may
269,40,self-employed,married,basic_4y,unknown,no,may
270,52,unemployed,married,high_school,unknown,yes,may
271,47,management,divorced,university_degree,no,no,may
272,49,housemaid,married,basic_9y,unknown,no,may
273,32,admin_,single,high_school,no,no,may
274,49,housemaid,single,high_school,unknown,yes,may
275,50,blue-collar,married,basic_9y,unknown,no,may
276,34,services,married,high_school,no,no,may
277,55,blue-collar,married,basic_4y,unknown,no,may
278,47,technician,single,basic_9y,no,no,may
279,51,retired,married,professional_course,no,no,may
280,47,blue-collar,married,basic_6y,no,no,may
281,56,technician,married,basic_4y,no,yes,may
282,53,admin_,married,basic_9y,no,no,may
283,36,blue-collar,married,basic_9y,no,yes,may
284,42,blue-collar,divorced,basic_9y,no,yes,may
285,44,blue-collar,divorced,basic_6y,no,no,may
286,39,housemaid,married,basic_9y,no,yes,may
287,37,admin_,single,high_school,no,yes,may
288,60,blue-collar,married,,unknown,yes,may
289,36,services,married,high_school,no,no,may
290,42,management,divorced,university_degree,no,yes,may
291,31,admin_,married,high_school,no,yes,may
292,53,technician,divorced,professional_course,unknown,no,may
293,45,blue-collar,married,basic_4y,no,yes,may
294,37,technician,single,professional_course,no,yes,may
295,47,self-employed,married,professional_course,no,no,may
296,49,blue-collar,divorced,high_school,no,no,may
297,36,admin_,married,university_degree,no,yes,may
298,35,services,divorced,high_school,no,no,may
299,38,unknown,married,,unknown,no,may
300,38,services,single,high_school,unknown,no,may
301,50,blue-collar,divorced,high_school,unknown,no,may
302,59,retired,married,professional_course,unknown,no,may
303,43,unknown,married,,no,yes,may
304,42,admin_,married,high_school,no,yes,may
305,40,admin_,married,basic_6y,unknown,yes,may
306,46,blue-collar,married,,unknown,no,may
307,57,housemaid,divorced,basic_4y,no,yes,may
308,42,admin_,married,university_degree,no,yes,may
309,41,blue-collar,married,basic_4y,no,yes,may
310,54,management,divorced,university_degree,no,yes,may
311,27,admin_,single,university_degree,no,no,may
312,36,admin_,married,high_school,no,no,may
313,58,blue-collar,married,professional_course,unknown,yes,may
314,40,management,married,university_degree,unknown,yes,may
315,34,admin_,single,basic_9y,unknown,no,may
316,33,admin_,divorced,high_school,no,no,may
317,56,retired,married,basic_6y,no,no,may
318,42,blue-collar,married,basic_9y,no,no,may
319,43,services,married,high_school,no,yes,may
320,54,management,single,basic_9y,no,yes,may
321,53,admin_,single,basic_6y,no,yes,may
322,42,technician,single,,no,no,may
323,40,services,married,basic_6y,unknown,no,may
324,54,technician,married,professional_course,no,yes,may
325,40,housemaid,single,professional_course,no,no,may
326,26,admin_,single,university_degree,no,yes,may
327,33,admin_,married,high_school,no,no,may
328,35,blue-collar,married,basic_9y,unknown,no,may
329,36,admin_,married,high_school,no,no,may
330,29,services,single,high_school,no,yes,may
331,36,blue-collar,married,basic_9y,no,yes,may
332,35,management,married,high_school,no,yes,may
333,50,self-employed,single,university_degree,no,no,may
334,46,services,married,high_school,unknown,yes,may
335,49,entrepreneur,married,high_school,no,yes,may
336,42,technician,single,professional_course,unknown,yes,may
337,36,blue-collar,single,high_school,no,yes,may
338,55,blue-collar,married,basic_9y,unknown,yes,may
339,41,management,married,university_degree,unknown,no,may
340,57,management,married,professional_course,unknown,yes,may
341,32,services,single,high_school,no,yes,may
342,49,admin_,married,basic_9y,no,no,may
343,57,unknown,married,,unknown,yes,may
344,58,blue-collar,divorced,basic_4y,no,yes,may
345,52,technician,married,high_school,no,yes,may
346,50,services,divorced,professional_course,no,no,may
347,41,blue-collar,single,basic_9y,unknown,yes,may
348,33,entrepreneur,married,university_degree,no,yes,may
349,57,blue-collar,married,basic_4y,no,no,may
350,48,blue-collar,married,basic_6y,unknown,no,may
351,55,technician,married,professional_course,no,no,may
352,38,management,married,university_degree,no,no,may
353,38,services,married,high_school,no,yes,may
354,53,admin_,married,university_degree,no,yes,may
355,43,unemployed,single,university_degree,no,no,may
356,36,blue-collar,single,high_school,no,no,may
357,32,blue-collar,married,basic_9y,no,no,may
358,33,services,married,basic_4y,no,no,may
359,58,entrepreneur,married,basic_4y,no,yes,may
360,40,unemployed,divorced,high_school,unknown,no,may
361,57,management,married,university_degree,no,yes,may
362,45,technician,married,high_school,no,yes,may
363,42,blue-collar,married,basic_4y,unknown,yes,may
364,46,admin_,married,university_degree,no,yes,may
365,36,technician,married,university_degree,no,no,may
366,41,self-employed,married,high_school,no,yes,may
367,57,admin_,divorced,basic_9y,no,no,may
368,49,blue-collar,married,basic_9y,unknown,yes,may
369,56,management,divorced,high_school,no,no,may
370,37,blue-collar,married,basic_9y,no,no,may
371,37,blue-collar,married,basic_9y,no,no,may
372,46,admin_,single,high_school,no,yes,may
373,22,blue-collar,single,basic_9y,no,yes,may
374,43,services,married,high_school,no,no,may
375,49,blue-collar,married,,no,no,may
376,41,technician,married,basic_6y,no,yes,may
377,38,admin_,single,university_degree,no,no,may
378,33,admin_,married,basic_9y,no,no,may
379,49,admin_,married,university_degree,no,yes,may
380,30,blue-collar,single,,no,no,may
381,33,admin_,married,basic_9y,no,yes,may
382,34,management,single,university_degree,no,no,may
383,30,student,single,,unknown,no,may
384,59,management,married,basic_4y,unknown,yes,may
385,59,management,married,basic_4y,unknown,unknown,may
386,41,self-employed,married,university_degree,no,no,may
387,48,housemaid,married,basic_6y,unknown,yes,may
388,28,unknown,single,,unknown,yes,may
389,44,services,married,high_school,no,yes,may
390,59,retired,unknown,university_degree,unknown,no,may
391,50,management,married,high_school,unknown,no,may
392,35,admin_,married,university_degree,no,no,may
393,42,admin_,married,high_school,no,no,may
394,45,admin_,married,basic_9y,no,no,may
395,36,technician,married,professional_course,no,no,may
396,56,services,married,high_school,unknown,no,may
397,29,blue-collar,divorced,basic_4y,no,no,may
398,41,self-employed,married,university_degree,no,yes,may
399,42,blue-collar,married,basic_9y,unknown,no,may
400,52,services,single,high_school,no,no,may
401,48,services,married,high_school,unknown,unknown,may
402,31,blue-collar,married,high_school,unknown,yes,may
403,43,unemployed,married,university_degree,unknown,yes,may
404,36,blue-collar,married,basic_4y,unknown,no,may
405,42,entrepreneur,married,university_degree,no,yes,may
406,52,services,divorced,basic_6y,no,no,may
407,39,admin_,married,high_school,no,yes,may
408,36,services,married,high_school,no,no,may
409,42,blue-collar,married,basic_9y,unknown,yes,may
410,41,admin_,married,high_school,no,no,may
411,55,technician,married,basic_4y,no,no,may
412,30,blue-collar,married,basic_9y,no,no,may
413,57,retired,unknown,basic_4y,no,no,may
414,45,entrepreneur,married,basic_4y,unknown,yes,may
415,51,blue-collar,married,basic_4y,unknown,yes,may
416,39,self-employed,single,basic_9y,unknown,yes,may
417,47,admin_,married,high_school,unknown,no,may
418,27,services,married,high_school,no,yes,may
419,34,technician,single,university_degree,no,yes,may
420,57,blue-collar,married,basic_4y,unknown,yes,may
421,43,entrepreneur,married,basic_4y,no,no,may
422,49,blue-collar,married,basic_4y,unknown,no,may
423,39,management,married,university_degree,unknown,no,may
424,38,blue-collar,married,basic_4y,unknown,yes,may
425,49,blue-collar,married,basic_9y,no,no,may
426,58,management,married,basic_6y,no,no,may
427,43,technician,married,professional_course,no,yes,may
428,50,unknown,married,,unknown,yes,may
429,31,services,married,high_school,unknown,no,may
430,43,self-employed,divorced,university_degree,no,no,may
431,43,self-employed,married,basic_9y,unknown,no,may
432,30,self-employed,single,university_degree,no,yes,may
433,27,services,single,professional_course,no,yes,may
434,51,services,married,,unknown,no,may
435,37,technician,married,professional_course,no,yes,may
436,46,housemaid,married,basic_9y,no,yes,may
437,35,blue-collar,married,professional_course,no,no,may
438,47,admin_,divorced,university_degree,no,no,may
439,46,management,married,,no,yes,may
440,40,technician,married,professional_course,unknown,no,may
441,26,housemaid,married,university_degree,no,no,may
442,32,blue-collar,divorced,basic_9y,unknown,no,may
443,45,management,married,university_degree,no,yes,may
444,34,admin_,married,basic_9y,no,no,may
445,47,blue-collar,married,,unknown,no,may
446,42,technician,married,professional_course,no,no,may
447,57,technician,married,basic_4y,unknown,no,may
448,57,technician,married,basic_4y,unknown,no,may
449,38,blue-collar,married,basic_4y,no,no,may
450,57,technician,married,basic_4y,unknown,no,may
451,28,student,single,basic_9y,unknown,yes,may
452,60,management,married,university_degree,no,no,may
453,48,admin_,married,university_degree,no,yes,may
454,47,technician,married,professional_course,no,yes,may
455,40,admin_,married,high_school,no,no,may
456,51,management,married,professional_course,unknown,yes,may
457,48,unemployed,single,basic_4y,no,yes,may
458,54,housemaid,married,basic_4y,no,no,may
459,40,blue-collar,married,basic_6y,no,no,may
460,44,admin_,single,basic_9y,unknown,no,may
461,42,technician,divorced,high_school,no,no,may
462,52,self-employed,married,university_degree,no,yes,may
463,31,blue-collar,single,basic_9y,no,yes,may
464,32,services,married,high_school,no,no,may
465,44,admin_,married,high_school,no,yes,may
466,39,management,married,basic_6y,unknown,no,may
467,57,management,married,professional_course,unknown,yes,may
468,52,admin_,married,basic_4y,no,yes,may
469,42,management,married,university_degree,no,no,may
470,42,technician,single,professional_course,unknown,unknown,may
471,43,management,married,professional_course,no,yes,may
472,31,admin_,divorced,high_school,no,no,may
473,29,admin_,married,university_degree,unknown,yes,may
474,57,blue-collar,divorced,basic_4y,no,no,may
475,44,blue-collar,married,basic_9y,unknown,no,may
476,59,unknown,married,,unknown,no,may
477,39,blue-collar,married,basic_4y,unknown,no,may
478,57,retired,married,university_degree,no,no,may
479,41,management,married,,unknown,no,may
480,37,technician,single,high_school,unknown,no,may
481,38,services,married,high_school,no,yes,may
482,42,retired,married,basic_4y,no,no,may
483,49,unknown,married,,unknown,yes,may
484,54,management,married,basic_6y,unknown,yes,may
485,36,admin_,married,university_degree,no,unknown,may
486,32,admin_,single,university_degree,unknown,no,may
487,35,technician,married,professional_course,no,yes,may
488,45,housemaid,married,professional_course,unknown,no,may
489,56,technician,married,,no,yes,may
490,34,technician,married,university_degree,no,yes,may
491,41,unemployed,married,basic_9y,unknown,no,may
492,41,services,married,basic_9y,no,no,may
493,36,blue-collar,married,basic_9y,unknown,no,may
494,32,admin_,single,university_degree,unknown,unknown,may
495,31,services,married,high_school,unknown,unknown,may
496,38,technician,married,professional_course,no,yes,may
497,35,admin_,divorced,university_degree,unknown,yes,may
498,53,admin_,married,professional_course,no,yes,may
499,51,admin_,married,basic_6y,unknown,yes,may
500,56,entrepreneur,married,university_degree,unknown,no,may
501,33,admin_,married,basic_9y,no,unknown,may
502,33,admin_,married,basic_9y,no,no,may
503,51,services,divorced,high_school,unknown,yes,may
504,39,services,married,high_school,unknown,yes,may
505,45,entrepreneur,married,university_degree,no,no,may
506,40,technician,single,university_degree,no,no,may
507,60,unknown,single,,unknown,yes,may
508,33,technician,married,university_degree,no,yes,may
509,47,blue-collar,married,high_school,unknown,yes,may
510,48,blue-collar,married,basic_4y,no,no,may
511,43,entrepreneur,married,high_school,no,no,may
512,37,management,married,university_degree,no,yes,may
513,50,services,married,basic_9y,no,yes,may
514,59,entrepreneur,married,high_school,no,yes,may
515,32,technician,married,,unknown,yes,may
516,42,housemaid,single,basic_4y,unknown,yes,may
517,52,blue-collar,married,basic_4y,no,no,may
518,42,blue-collar,married,,unknown,no,may
519,42,admin_,married,,no,no,may
520,40,management,married,basic_9y,unknown,unknown,may
521,38,blue-collar,married,basic_9y,no,no,may
522,39,blue-collar,married,basic_6y,no,yes,may
523,39,blue-collar,married,basic_6y,no,no,may
524,38,admin_,married,high_school,no,no,may
525,47,admin_,single,,unknown,yes,may
526,30,services,single,high_school,no,no,may
527,38,admin_,divorced,high_school,no,yes,may
528,39,technician,divorced,university_degree,no,no,may
529,44,admin_,married,high_school,no,no,may
530,36,admin_,married,high_school,no,no,may
531,41,services,married,high_school,unknown,yes,may
532,41,blue-collar,married,basic_6y,no,no,may
533,35,blue-collar,married,basic_9y,no,no,may
534,41,technician,married,high_school,no,no,may
535,36,services,married,high_school,unknown,no,may
536,35,admin_,single,high_school,no,yes,may
537,33,blue-collar,single,basic_4y,unknown,no,may
538,38,admin_,single,basic_6y,unknown,no,may
539,33,self-employed,married,university_degree,no,no,may
540,55,self-employed,married,,unknown,no,may
541,36,blue-collar,single,basic_9y,unknown,no,may
542,57,technician,married,professional_course,unknown,no,may
543,32,entrepreneur,single,university_degree,no,yes,may
544,30,self-employed,single,high_school,no,yes,may
545,43,admin_,married,professional_course,no,yes,may
546,46,admin_,married,university_degree,no,no,may
547,35,admin_,divorced,high_school,no,no,may
548,34,admin_,single,university_degree,no,yes,may
549,50,blue-collar,married,basic_4y,unknown,unknown,may
550,39,admin_,single,university_degree,no,no,may
551,39,blue-collar,married,basic_9y,unknown,no,may
552,42,entrepreneur,married,basic_6y,no,no,may
553,57,retired,married,university_degree,no,yes,may
554,45,blue-collar,married,basic_4y,unknown,no,may
555,40,technician,married,basic_4y,no,no,may
556,42,blue-collar,married,high_school,no,no,may
557,40,technician,married,basic_4y,no,no,may
558,38,blue-collar,single,basic_4y,unknown,no,may
559,39,blue-collar,married,basic_6y,unknown,yes,may
560,41,blue-collar,married,basic_4y,no,no,may
561,39,blue-collar,married,basic_6y,unknown,yes,may
562,41,blue-collar,married,basic_4y,no,yes,may
563,45,admin_,married,university_degree,unknown,no,may
564,35,admin_,divorced,university_degree,no,unknown,may
565,35,admin_,married,basic_6y,no,yes,may
566,49,blue-collar,married,high_school,unknown,no,may
567,36,technician,married,,no,no,may
568,23,admin_,single,university_degree,no,no,may
569,43,unemployed,married,university_degree,unknown,unknown,may
570,49,entrepreneur,married,professional_course,no,unknown,may
571,36,technician,married,professional_course,no,unknown,may
572,51,blue-collar,married,basic_9y,unknown,yes,may
573,56,retired,married,basic_4y,unknown,yes,may
574,45,housemaid,married,high_school,no,no,may
575,42,admin_,married,high_school,no,no,may
576,41,admin_,divorced,high_school,no,no,may
577,32,services,married,high_school,unknown,no,may
578,46,management,married,university_degree,no,no,may
579,37,blue-collar,married,,no,no,may
580,53,management,married,university_degree,unknown,no,may
581,30,blue-collar,married,basic_4y,no,no,may
582,45,unknown,married,,unknown,no,may
583,24,technician,single,professional_course,no,no,may
584,45,unknown,married,,unknown,no,may
585,34,admin_,single,university_degree,no,no,may
586,41,management,married,university_degree,unknown,no,may
587,59,blue-collar,married,basic_4y,no,yes,may
588,45,blue-collar,married,basic_4y,unknown,no,may
589,54,blue-collar,married,basic_6y,unknown,no,may
590,32,technician,married,professional_course,no,no,may
591,33,technician,married,professional_course,no,yes,may
592,32,admin_,married,university_degree,no,no,may
593,34,services,single,high_school,no,unknown,may
594,46,management,married,university_degree,no,no,may
595,57,technician,married,professional_course,no,yes,may
596,42,technician,married,basic_9y,no,no,may
597,48,admin_,married,professional_course,no,yes,may
598,58,admin_,divorced,university_degree,unknown,yes,may
599,34,services,married,high_school,no,no,may
600,32,admin_,single,university_degree,no,yes,may
601,48,blue-collar,married,basic_9y,no,no,may
602,47,blue-collar,married,basic_9y,no,no,may
603,31,services,married,high_school,unknown,no,may
604,32,admin_,single,university_degree,no,yes,may
605,32,admin_,single,university_degree,no,no,may
606,36,services,married,high_school,no,no,may
607,53,blue-collar,married,basic_4y,unknown,no,may
608,37,blue-collar,married,basic_9y,unknown,no,may
609,50,services,married,high_school,no,no,may
610,46,blue-collar,married,basic_6y,no,yes,may
611,41,admin_,married,high_school,no,no,may
612,43,blue-collar,single,basic_4y,no,no,may
613,51,management,married,university_degree,no,yes,may
614,38,admin_,married,university_degree,no,yes,may
615,41,technician,married,basic_6y,no,yes,may
616,39,services,married,high_school,unknown,no,may
617,52,blue-collar,married,basic_4y,no,no,may
618,37,technician,married,professional_course,no,yes,may
619,41,admin_,married,basic_9y,no,yes,may
620,46,admin_,divorced,university_degree,no,yes,may
621,47,technician,married,professional_course,no,no,may
622,35,technician,married,professional_course,no,no,may
623,38,services,married,high_school,unknown,no,may
624,30,blue-collar,single,,no,yes,may
625,46,blue-collar,married,basic_9y,no,yes,may
626,30,technician,married,professional_course,no,no,may
627,35,services,single,basic_4y,no,no,may
